,0.08,0.02,0.97
226644368,0.16,0.08,0.96
226649320,0.15,0.08,0.96
226654248,0.16,0.06,0.96
226659176,0.15,0.07,0.97
226664112,0.15,0.06,0.97
226669048,0.15,0.06,0.97
226673976,0.15,0.04,0.97
226678904,0.16,0.05,0.99
226683824,0.15,0.05,0.97
226688760,0.15,0.05,0.98
226693720,0.14,0.05,0.98
226698656,0.15,0.06,0.98
226703600,0.13,0.05,0.98
226708528,0.15,0.06,0.98
226713464,0.14,0.05,0.98
226718408,0.14,0.05,0.99
226723344,0.16,0.06,0.97
226728280,0.16,0.04,0.97
226733208,0.17,0.05,0.98
226738128,0.16,0.04,0.98
226743072,0.14,0.04,0.99
226748008,0.16,0.05,0.97
226752936,0.16,0.03,0.97
226757872,0.16,0.03,0.98
226762792,0.16,0.01,0.98
226767752,0.14,0.02,0.98
226772696,0.13,0.03,0.98
226777656,0.13,0.03,0.99
226782584,0.11,0.05,0.97
226787528,0.16,0.07,0.97
226792456,0.09,0.02,0.97
226797392,0.14,0.02,0.98
226802328,0.13,0.03,0.98
226807256,0.13,0.02,0.98
226812200,0.11,0.03,1.00
226817112,0.11,0.03,0.98
226822048,0.10,0.03,0.97
226826968,0.12,0.00,0.97
226831896,0.12,0.05,0.98
226836824,0.10,0.04,0.98
226841728,0.12,0.03,0.98
226846672,0.13,0.03,0.98
226851608,0.12,0.03,0.98
226856552,0.13,0.03,0.97
226861488,0.12,0.03,0.98
226866424,0.12,0.03,0.96
226871368,0.11,0.03,0.97
226876320,0.12,0.02,0.97
226881240,0.13,0.03,0.97
226886184,0.13,0.03,0.97
226891112,0.12,0.03,0.97
226896072,0.12,0.05,0.98
226900992,0.12,0.05,0.99
226905928,0.13,0.05,0.98
226910848,0.14,0.05,0.98
226915784,0.15,0.03,0.97
226920752,0.15,0.05,0.96
226925712,0.14,0.05,0.96
226930648,0.15,0.04,0.99
226935576,0.15,0.03,0.95
226940504,0.13,0.05,0.98
226945432,0.16,0.04,0.98
226950376,0.14,0.04,0.99
226955312,0.13,0.04,0.97
226960248,0.15,0.05,0.98
226965168,0.14,0.04,0.97
226970120,0.14,0.03,0.97
226975064,0.15,0.03,0.97
226980000,0.15,0.04,0.98
226984936,0.13,0.05,0.99
226989864,0.12,0.05,0.98
226994784,0.14,0.04,0.98
226999736,0.13,0.04,0.99
227004696,0.13,0.04,0.98
227009640,0.13,0.02,0.97
227014568,0.13,0.05,0.98
227019488,0.12,0.04,0.98
227024424,0.15,0.04,0.97
227029376,0.14,0.03,0.98
227034312,0.15,0.03,0.96
227039232,0.15,0.03,0.98
227044184,0.15,0.04,0.98
227049112,0.14,0.04,0.98
227054056,0.13,0.03,0.98
227058984,0.14,0.04,0.99
227063912,0.13,0.03,0.99
227068840,0.14,0.02,0.98
227073768,0.13,0.01,0.98
227078720,0.14,0.02,0.98
227083672,0.12,0.03,1.00
227088616,0.12,0.03,0.98
227093544,0.12,0.02,0.99
227098464,0.12,0.01,0.99
227103416,0.11,0.02,0.99
227108360,0.11,0.01,0.99
227113312,0.13,0.02,0.98
227118248,0.12,0.01,0.98
227123160,0.09,0.03,0.97
227128088,0.09,0.02,0.99
227132992,0.11,0.02,0.98
227137912,0.08,0.03,0.98
227142824,0.11,0.04,0.97
227147744,0.10,0.04,0.97
227152672,0.10,0.05,0.98
227157608,0.12,0.06,0.98
227162528,0.11,0.03,0.95
227167488,0.11,0.03,0.97
227172408,0.10,0.03,0.96
227177344,0.10,0.05,0.97
227182248,0.10,0.03,0.95
227187168,0.11,0.04,0.96
227192096,0.12,0.03,0.94
227197032,0.11,0.03,0.94
227201968,0.10,0.05,0.95
227206872,0.11,0.05,0.95
227211808,0.11,0.03,0.96
227216744,0.10,0.04,0.95
227221688,0.12,0.03,0.94
227226632,0.11,0.04,0.95
227231560,0.13,0.05,0.94
227236488,0.12,0.07,0.95
227241416,0.11,0.05,0.94
227246376,0.14,0.05,0.96
227251320,0.14,0.05,0.94
227256240,0.14,0.06,0.93
227261176,0.12,0.04,0.92
227266112,0.11,0.05,0.95
227271048,0.13,0.04,0.94
227275984,0.15,0.04,0.93
227280904,0.14,0.04,0.94
227285840,0.13,0.04,0.94
227290768,0.14,0.04,0.94
227295728,0.14,0.03,0.94
227300680,0.13,0.04,0.95
227305624,0.16,0.03,0.96
227310560,0.08,0.07,0.95
227315472,0.08,0.05,0.96
227320392,0.11,0.04,0.95
227325336,0.09,0.05,0.97
227330280,0.07,0.05,0.95
227335184,0.09,0.06,0.97
227340096,0.08,0.01,0.98
227345048,0.09,0.11,0.97
227349976,0.08,0.05,0.96
227354904,0.08,0.06,0.96
227359816,0.11,0.03,0.94
227364752,0.09,0.05,0.95
227369672,0.09,0.03,0.96
227374600,0.08,0.03,0.96
227379512,0.09,0.03,0.95
227384440,0.09,0.03,0.97
227389368,0.08,0.02,0.97
227394296,0.08,0.02,0.98
227399200,0.09,0.02,0.97
227404120,0.10,0.01,0.98
227409064,0.10,0.02,0.97
227413968,0.10,0.02,0.99
227418872,0.10,0.01,0.99
227423792,0.08,-0.01,1.00
227428744,0.10,0.00,1.02
227433680,0.10,-0.00,1.02
227438656,0.11,-0.01,1.02
227443640,0.12,-0.01,1.02
227448616,0.12,-0.03,1.03
227453576,0.13,-0.01,1.03
227458552,0.14,-0.01,1.04
227463528,0.13,-0.02,1.03
227468488,0.14,-0.02,1.03
227473448,0.16,-0.02,1.02
227478432,0.15,-0.02,1.02
227483408,0.14,-0.02,1.03
227488408,0.13,-0.02,1.02
227493384,0.13,-0.01,1.02
227498384,0.13,-0.00,1.00
227503344,0.11,-0.01,1.00
227508344,0.11,-0.01,0.99
227513336,0.12,0.00,0.98
227518264,0.10,0.00,0.98
227523176,0.11,0.00,0.98
227528104,0.09,-0.01,0.96
227533080,0.09,0.01,0.98
227537992,0.08,-0.04,0.94
227542952,0.10,0.02,0.96
227547872,0.11,-0.00,0.95
227552840,0.11,0.01,0.95
227557792,0.11,0.01,0.94
227562736,0.10,0.01,0.95
227567672,0.10,0.00,0.94
227572608,0.12,0.03,0.93
227577544,0.10,0.01,0.93
227582496,0.07,0.05,0.93
227587408,0.09,0.04,0.92
227592328,0.12,0.05,0.91
227597256,0.09,0.06,0.89
227602160,0.19,0.04,0.89
227607112,0.12,0.07,0.91
227612056,0.11,0.03,0.88
227617000,0.13,0.05,0.91
227621944,0.12,0.04,0.90
227626864,0.13,0.03,0.89
227631792,0.13,0.05,0.88
227636712,0.12,0.06,0.89
227641656,0.10,0.05,0.89
227646568,0.10,0.06,0.86
227651488,0.08,0.06,0.88
227656392,0.06,0.06,0.87
227661336,0.07,0.06,0.88
227666248,0.07,0.08,0.89
227671168,0.09,0.08,0.89
227676088,0.12,0.09,0.91
227681032,0.15,0.09,0.90
227685952,0.18,0.10,0.92
227690872,0.20,0.10,0.91
227695792,0.15,0.17,0.90
227700720,0.26,0.02,0.87
227705664,0.29,0.04,0.86
227710616,0.20,-0.40,1.14
227715576,-0.07,-0.25,1.30
227720584,0.47,-0.29,1.63
227725592,0.59,-0.16,1.61
227730600,0.13,-0.32,1.48
227735600,-0.15,-0.23,1.36
227740632,-0.06,-0.05,1.29
227745640,0.09,-0.03,1.31
227750616,0.20,-0.01,1.31
227755600,0.16,0.01,1.27
227760568,0.07,-0.01,1.22
227765544,0.02,-0.03,1.14
227770512,0.03,-0.04,1.02
227725592,227770512,1.72,0.59,-0.16,1.61,tap-1
227832328,0.28,-0.10,1.02
227837304,0.28,-0.07,1.02
227842296,0.31,-0.06,1.02
227847272,0.31,-0.07,1.02
227852240,0.28,-0.08,1.00
227857200,0.27,-0.06,1.01
227862160,0.25,-0.05,1.00
227867104,0.24,-0.07,1.00
227872072,0.21,-0.01,0.98
227877056,0.16,0.00,0.97
227881992,0.18,0.00,0.96
227886944,0.14,0.01,0.95
227891880,0.13,0.05,0.94
227896808,0.13,0.04,0.95
227901736,0.09,0.04,0.92
227906664,0.08,0.06,0.90
227911576,0.08,0.05,0.90
227916472,0.10,0.07,0.90
227921384,0.09,0.08,0.90
227926304,0.10,0.07,0.89
227931216,0.11,0.07,0.89
227936136,0.10,0.08,0.89
227941056,0.11,0.07,0.88
227945976,0.10,0.07,0.89
227950896,0.11,0.05,0.89
227955832,0.12,0.06,0.89
227960760,0.12,0.04,0.90
227965688,0.10,0.03,0.89
227970632,0.09,0.03,0.89
227975544,0.10,0.02,0.88
227980464,0.08,0.02,0.89
227985376,0.07,0.01,0.89
227990304,0.06,-0.00,0.90
227995248,0.06,0.01,0.91
228000168,0.04,-0.00,0.91
228005104,0.04,-0.01,0.89
228010072,0.04,-0.02,0.90
228015032,0.01,-0.01,0.91
228020024,0.00,-0.02,0.93
228024904,0.00,-0.02,0.94
228029864,-0.00,-0.03,0.94
228034856,0.04,-0.05,0.94
228039816,-0.04,-0.01,0.94
228044816,-0.04,-0.01,0.95
228049816,0.01,-0.03,0.97
228054768,-0.03,-0.02,0.94
228059784,-0.05,-0.01,0.94
228064768,-0.06,-0.01,0.94
228069760,-0.08,0.00,0.93
228074728,-0.07,-0.01,0.94
228079752,-0.08,-0.02,0.93
228084760,-0.06,-0.03,0.92
228089784,-0.07,-0.01,0.93
228094776,-0.05,-0.01,0.91
228099784,-0.05,0.01,0.92
228104760,-0.05,-0.01,0.90
228109752,-0.03,-0.01,0.91
228114776,-0.05,-0.02,0.92
228119744,-0.02,-0.01,0.92
228124760,-0.03,-0.01,0.91
228129768,-0.02,0.01,0.90
228134712,0.01,0.00,0.90
228139632,0.01,0.01,0.91
228144544,0.02,0.01,0.91
228149472,0.02,0.01,0.91
228154408,0.00,0.03,0.90
228159248,-0.01,-0.01,0.90
228164248,-0.00,0.01,0.94
228169208,0.03,-0.01,0.95
228174184,0.02,-0.02,0.95
228179120,0.02,-0.39,1.41
228184104,-0.13,-0.33,1.33
228189152,0.32,-0.38,1.75
228194160,0.11,-0.30,1.52
228199136,-0.24,-0.38,1.48
228204160,-0.26,-0.17,1.36
228209176,-0.07,-0.11,1.32
228214200,0.07,-0.14,1.32
228219208,0.06,-0.10,1.29
228224192,-0.02,-0.11,1.26
228229200,-0.10,-0.10,1.19
228234208,-0.08,-0.09,1.12
228239224,-0.02,-0.10,1.05
228244232,0.08,-0.10,0.98
228189152,228244232,1.82,0.32,-0.38,1.75,tap-2
228306048,0.03,-0.08,1.00
228311032,0.07,-0.08,0.98
228316008,0.09,-0.07,1.00
228320936,0.05,-0.08,0.98
228325888,0.03,-0.07,0.99
228330840,0.05,-0.06,1.00
228335808,0.05,-0.06,0.99
228340768,0.08,-0.06,0.98
228345736,0.05,-0.04,0.99
228350688,0.05,-0.03,0.98
228355648,0.06,-0.03,0.97
228360632,0.08,-0.02,0.97
228365576,0.07,-0.00,0.98
228370520,0.11,-0.00,0.98
228375480,0.09,0.02,0.97
228380392,0.13,0.02,0.95
228385352,0.13,0.01,0.97
228390312,0.12,0.02,0.97
228395280,0.13,0.03,0.96
228400200,0.13,0.03,0.95
228405128,0.12,0.03,0.95
228410056,0.13,0.02,0.94
228415000,0.14,0.03,0.93
228419928,0.11,0.03,0.91
228424856,0.11,0.03,0.93
228429792,0.10,0.02,0.92
228434720,0.10,0.02,0.90
228439648,0.10,0.03,0.92
228444592,0.08,0.03,0.93
228449512,0.09,0.04,0.94
228454424,0.08,0.04,0.94
228459352,0.09,0.03,0.94
228464280,0.09,0.05,0.95
228469192,0.07,0.05,0.95
228474104,0.05,0.04,0.95
228479032,0.07,0.05,0.96
228483952,0.07,0.04,0.95
228488872,0.08,0.03,0.94
228493800,0.07,0.05,0.95
228498712,0.08,0.03,0.95
228503664,0.07,0.03,0.95
228508584,0.08,0.03,0.95
228513504,0.08,0.05,0.94
228518424,0.09,0.03,0.94
228523352,0.08,0.03,0.94
228528296,0.08,0.04,0.94
228533208,0.07,0.02,0.93
228538128,0.06,0.02,0.95
228543048,0.08,0.05,0.93
228547960,0.09,0.04,0.92
228552896,0.08,0.05,0.94
228557800,0.10,0.04,0.93
228562712,0.09,0.04,0.95
228567656,0.10,0.02,0.95
228572584,0.09,0.02,0.94
228577512,0.11,0.02,0.95
228582440,0.12,0.01,0.96
228587384,0.11,0.03,0.98
228592328,0.10,0.03,0.97
228597256,0.11,0.03,0.96
228602192,0.10,0.03,0.95
228607096,0.10,0.04,0.98
228612024,0.10,0.04,0.97
228616944,0.10,0.03,0.95
228621848,0.09,0.04,0.96
228626760,0.09,0.04,0.97
228631672,0.10,0.03,0.95
228636608,0.09,0.03,0.95
228641528,0.09,0.04,0.97
228646432,0.09,0.04,0.96
228651352,0.11,0.05,0.96
228656296,0.10,0.04,0.94
228661200,0.09,0.05,0.97
228666104,0.10,0.04,0.94
228671040,0.11,0.06,0.94
228675992,0.11,0.07,0.95
228680928,0.12,0.05,0.95
228685840,0.11,0.05,0.95
228690768,0.11,0.05,0.94
228695704,0.12,0.04,0.95
228700664,0.13,0.04,0.95
228705608,0.13,0.06,0.95
228710536,0.14,0.04,0.94
228715464,0.15,0.03,0.95
228720400,0.16,0.03,0.95
228725368,0.16,0.03,0.97
228730320,0.14,0.06,0.95
228735272,0.13,0.04,0.97
228740208,0.13,0.03,0.97
228745144,0.14,0.03,0.98
228750072,0.13,0.03,0.98
228755016,0.10,0.05,0.97
228759936,0.12,0.03,0.96
228764864,0.12,0.04,0.97
228769768,0.13,0.05,0.98
228774696,0.13,0.05,0.98
228779640,0.11,0.03,0.98
228784600,0.13,0.08,0.97
228789536,0.10,0.06,0.97
228794456,0.15,0.05,0.96
228799384,0.16,0.07,0.97
228804336,0.12,0.05,0.95
228809296,0.13,0.06,0.95
228814232,0.14,0.05,0.97
228819176,0.15,0.06,0.96
228824112,0.14,0.05,0.98
228829032,0.15,0.05,0.97
228833960,0.16,0.04,0.97
228838904,0.16,0.04,0.96
228843832,0.15,0.04,0.95
228848760,0.13,0.03,0.98
228853688,0.15,0.03,0.96
228858640,0.15,0.04,0.97
228863600,0.15,0.03,0.97
228868544,0.14,0.03,0.97
228873488,0.15,0.03,0.96
228878432,0.14,0.03,0.98
228883368,0.11,-0.00,0.97
228888344,0.12,0.02,0.98
228893296,0.11,0.03,0.98
228898224,0.10,0.01,0.97
228903176,0.09,0.03,0.97
228908096,0.08,0.02,0.97
228913024,0.09,0.03,0.97
228917928,0.12,0.03,0.96
228922856,0.08,0.04,0.98
228927768,0.07,0.03,0.97
228932688,0.09,0.04,0.97
228937608,0.08,0.04,0.98
228942520,0.07,0.05,0.97
228947432,0.09,0.04,0.95
228952360,0.09,0.03,0.95
228957288,0.09,0.05,0.95
228962208,0.07,0.01,0.95
228967128,0.09,0.03,0.93
228972040,0.08,0.03,0.94
228976952,0.08,0.03,0.93
228981880,0.09,0.04,0.92
228986792,0.09,0.03,0.93
228991712,0.10,0.04,0.93
228996640,0.11,0.03,0.94
229001584,0.07,0.02,0.94
229006520,0.18,0.04,0.94
229011440,0.15,0.01,0.95
229016400,0.15,0.03,0.95
229021344,0.18,0.03,0.95
229026280,0.20,0.01,0.96
229031208,0.15,0.03,0.95
229036144,0.18,0.03,0.94
229041080,0.19,0.04,0.95
229046024,0.20,0.03,0.95
229050960,0.20,0.02,0.97
229055904,0.22,0.03,0.98
229060856,0.21,0.02,0.97
229065784,0.21,0.03,0.97
229070736,0.21,0.02,0.97
229075680,0.21,0.01,0.98
229080624,0.23,0.02,0.98
229085576,0.23,0.03,0.98
229090504,0.22,0.03,0.97
229095440,0.17,0.11,1.02
229100376,0.14,0.03,0.96
229105328,0.22,0.03,1.00
229110288,0.24,0.03,0.97
229115232,0.21,0.03,0.98
229120152,0.18,0.03,0.98
229125072,0.23,0.03,0.97
229130032,0.22,0.03,1.00
229134952,0.21,0.03,0.98
229139912,0.21,0.03,0.99
229144864,0.22,0.02,0.99
229149784,0.21,0.03,1.00
229154704,0.23,0.03,1.01
229159664,0.20,0.01,1.00
229164608,0.21,0.02,1.00
229169520,0.22,0.02,1.00
229174448,0.22,0.02,0.99
229179368,0.21,0.03,1.01
229184320,0.20,0.03,0.99
229189256,0.20,0.02,1.00
229194160,0.21,0.01,1.00
229199080,0.21,0.02,0.99
229204024,0.21,0.01,1.00
229208952,0.21,0.00,1.00
229213888,0.20,0.01,1.00
229218808,0.21,0.03,0.99
229223736,0.21,0.01,1.01
229228696,0.19,0.02,0.99
229233640,0.20,0.02,1.00
229238560,0.19,0.01,1.00
229243488,0.17,0.03,1.01
229248432,0.17,0.02,1.01
229253392,0.18,0.02,0.98
229258328,0.16,0.01,0.99
229263288,0.18,0.02,0.98
229268216,0.17,0.01,0.98
229273144,0.19,0.03,0.99
229278096,0.16,0.03,0.99
229283032,0.17,0.01,0.98
229287952,0.16,0.03,0.98
229292928,0.17,0.03,0.97
229297872,0.17,0.03,0.98
229302824,0.17,0.02,0.96
229307760,0.17,0.02,0.98
229312696,0.18,0.02,0.98
229317632,0.18,0.01,0.97
229322584,0.17,0.01,0.97
229327536,0.19,0.01,0.98
229332464,0.18,0.01,0.97
229337400,0.18,0.03,0.97
229342344,0.16,0.02,0.97
229347288,0.16,0.01,0.97
229352216,0.18,0.02,0.97
229357152,0.19,0.02,0.98
229362088,0.16,0.01,0.98
229367032,0.16,-0.00,0.97
229372016,0.18,-0.01,0.96
229377000,0.17,0.01,0.97
229381936,0.16,0.01,0.97
229386888,0.16,-0.01,0.98
229391848,0.16,-0.01,0.96
229396824,0.16,0.01,0.97
229401744,0.16,-0.01,0.98
229406704,0.17,-0.01,0.97
229411696,0.16,-0.02,0.97
229416680,0.18,0.01,0.97
229421656,0.15,0.01,0.98
229426592,0.15,0.00,0.98
229431512,0.18,0.00,0.98
229436432,0.17,-0.01,0.96
229441416,0.18,-0.00,0.98
229446376,0.16,0.01,0.97
229451328,0.17,-0.00,0.98
229456296,0.16,0.01,0.98
229461256,0.16,0.00,0.98
229466184,0.16,-0.00,0.98
229471144,0.16,-0.00,0.97
229476104,0.15,-0.02,0.96
229481104,0.15,-0.01,0.97
229486080,0.14,0.00,0.95
229491008,0.14,-0.01,0.95
229496008,0.15,-0.00,0.95
229500984,0.16,-0.00,0.95
229505944,0.16,-0.01,0.95
229510928,0.16,0.00,0.96
229515880,0.16,-0.00,0.95
229520840,0.16,0.01,0.95
229525776,0.15,0.01,0.95
229530712,0.16,0.01,0.95
229535656,0.14,0.01,0.95
229540592,0.16,0.01,0.96
229545544,0.15,0.02,0.96
229550472,0.15,0.01,0.94
229555416,0.14,0.01,0.93
229560360,0.15,0.03,0.97
229565304,0.12,0.01,0.95
229570248,0.12,0.01,0.95
229575208,0.14,0.01,0.97
229580136,0.15,-0.01,0.95
229585128,0.14,0.01,0.96
229590048,0.13,0.02,0.95
229595000,0.15,0.01,0.96
229599952,0.16,0.01,0.95
229604912,0.16,0.02,0.98
229609848,0.15,0.02,0.97
229614776,0.16,0.01,0.97
229619704,0.15,0.01,0.98
229624680,0.16,0.01,0.97
229629640,0.17,0.02,0.95
229634600,0.17,0.02,0.96
229639528,0.17,0.01,0.96
229644472,0.16,0.02,0.96
229649400,0.15,0.01,0.96
229654344,0.18,0.01,0.97
229659296,0.16,0.02,0.97
229664248,0.18,0.01,0.97
229669184,0.16,0.01,0.98
229674128,0.16,0.01,0.97
229679072,0.16,0.01,0.98
229684016,0.18,0.02,0.98
229688944,0.17,0.00,0.98
229693880,0.16,0.01,0.96
229698824,0.17,0.01,0.98
229703768,0.16,0.02,0.95
229708688,0.18,0.02,0.97
229713640,0.17,0.03,0.97
229718608,0.16,0.02,0.96
229723528,0.17,0.02,0.95
229728472,0.15,0.03,0.94
229733400,0.15,0.02,0.93
229738352,0.17,0.04,0.95
229743288,0.18,0.03,0.93
229748240,0.17,0.04,0.94
229753160,0.18,0.02,0.93
229758088,0.16,0.04,0.93
229763024,0.16,0.06,0.92
229767960,0.16,0.03,0.93
229772896,0.15,0.04,0.93
229777816,0.15,0.04,0.94
229782752,0.15,0.04,0.94
229787688,0.15,0.05,0.92
229792632,0.15,0.04,0.94
229797576,0.13,0.04,0.94
229802528,0.12,0.05,0.93
229807464,0.13,0.03,0.93
229812416,0.14,0.05,0.92
229817336,0.13,0.05,0.94
229822280,0.12,0.04,0.93
229827208,0.13,0.05,0.93
229832136,0.13,0.04,0.94
229837088,0.14,0.05,0.92
229842024,0.12,0.05,0.92
229846960,0.14,0.05,0.92
229851904,0.15,0.06,0.91
229856832,0.15,0.06,0.92
229861768,0.16,0.05,0.92
229866696,0.14,0.06,0.93
229871640,0.15,0.05,0.92
229876584,0.15,0.06,0.92
229881520,0.16,0.05,0.92
229886440,0.15,0.04,0.93
229891376,0.15,0.05,0.92
229896312,0.14,0.05,0.92
229901248,0.16,0.05,0.90
229906176,0.18,0.04,0.91
229911128,0.19,0.05,0.90
229916048,0.18,0.06,0.90
229920992,0.17,0.09,0.89
229925912,0.19,0.08,0.89
229930840,0.17,0.08,0.87
229935776,0.17,0.11,0.88
229940704,0.19,0.12,0.87
229945664,0.22,0.12,0.87
229950624,0.25,0.13,0.88
229955576,0.26,0.13,0.88
229960536,0.25,0.11,0.89
229965480,0.25,0.09,0.89
229970408,0.23,0.08,0.90
229975320,0.14,0.13,0.93
229980288,0.25,0.01,0.86
229985216,0.26,-0.17,1.01
229990200,-0.12,-0.36,1.25
229995240,0.55,-0.32,1.81
230000240,0.56,-0.27,1.63
230005248,-0.02,-0.38,1.50
230010272,-0.20,-0.31,1.39
230015320,-0.05,-0.11,1.35
230020352,0.22,-0.07,1.37
230025352,0.28,-0.06,1.38
230030344,0.21,-0.05,1.35
230035336,0.12,-0.06,1.28
230040328,0.10,-0.05,1.21
230045312,0.08,-0.02,1.13
230050296,0.19,-0.07,1.06
230055280,0.22,-0.05,0.97
229995240,230055280,1.92,0.55,-0.32,1.81,tap-1
230117144,0.38,-0.05,1.02
230122120,0.38,-0.05,1.03
230127088,0.36,-0.05,1.05
230132048,0.35,-0.06,1.03
230137040,0.34,-0.06,1.01
230142032,0.31,-0.05,1.00
230147016,0.28,-0.05,0.98
230151992,0.27,-0.03,0.95
230156992,0.26,-0.01,0.94
230161984,0.25,-0.02,0.93
230166992,0.23,0.00,0.90
230171920,0.23,0.02,0.89
230176880,0.21,0.02,0.87
230181800,0.23,0.04,0.84
230186728,0.22,0.05,0.84
230191672,0.20,0.06,0.83
230196608,0.20,0.07,0.84
230201560,0.22,0.07,0.84
230206488,0.21,0.07,0.84
230211416,0.22,0.08,0.85
230216344,0.21,0.08,0.83
230221288,0.21,0.09,0.84
230226224,0.18,0.06,0.86
230231160,0.20,0.06,0.86
230236080,0.18,0.07,0.85
230241016,0.14,0.04,0.83
230245960,0.13,0.05,0.84
230250888,0.13,0.04,0.83
230255816,0.09,0.05,0.83
230260720,0.05,0.06,0.83
230265640,0.02,0.06,0.84
230270568,-0.02,0.06,0.86
230275544,-0.02,0.05,0.86
230280496,-0.04,0.07,0.86
230285464,-0.06,0.05,0.86
230290408,-0.08,0.05,0.87
230295352,-0.08,0.05,0.86
230300312,-0.08,0.05,0.89
230305288,-0.08,0.04,0.87
230310264,-0.09,0.04,0.88
230315240,-0.11,0.03,0.89
230320224,-0.11,0.02,0.90
230325184,-0.10,0.01,0.87
230330176,-0.12,0.02,0.87
230335144,-0.10,0.00,0.88
230340112,-0.09,0.00,0.88
230345048,-0.09,0.01,0.91
230350032,-0.08,-0.00,0.90
230355008,-0.07,0.01,0.90
230359992,-0.05,0.01,0.90
230364968,-0.06,0.01,0.92
230369928,-0.03,0.01,0.94
230374904,-0.06,-0.01,0.91
230379912,-0.04,0.00,0.93
230384872,-0.05,-0.02,0.93
230389840,-0.06,-0.00,0.92
230394824,-0.05,-0.01,0.91
230399816,-0.06,-0.01,0.89
230404808,-0.08,-0.00,0.87
230409792,-0.09,-0.01,0.87
230414800,-0.06,0.01,0.90
230419752,-0.03,-0.01,0.90
230424728,0.00,-0.02,0.92
230429696,0.03,-0.01,0.94
230434656,0.03,-0.02,0.97
230439632,0.04,-0.01,0.99
230444592,0.03,-0.03,1.01
230449568,0.09,-0.19,1.16
230454544,-0.30,-0.41,1.57
230459560,0.31,-0.38,1.98
230464552,0.65,-0.40,1.96
230469528,-0.03,-0.42,1.69
230474552,-0.27,-0.38,1.56
230479576,-0.10,-0.19,1.46
230484616,0.04,-0.10,1.48
230489608,0.09,-0.08,1.41
230494584,0.13,-0.06,1.34
230499568,0.06,-0.06,1.25
230504528,-0.05,-0.07,1.16
230509528,-0.09,-0.06,1.07
230514520,-0.03,-0.07,0.99
230464552,230514520,2.10,0.65,-0.40,1.96,tap-2
230576336,0.08,-0.05,0.97
230581296,0.04,-0.05,0.98
230586256,0.07,-0.05,0.97
230591200,-0.02,-0.06,0.95
230596200,0.03,-0.06,0.96
230601168,0.03,-0.05,0.95
230606120,0.01,-0.01,0.96
230611072,-0.03,-0.01,0.95
230616048,-0.03,-0.01,0.94
230621040,0.00,0.00,0.92
230625968,0.00,0.01,0.91
230630888,0.00,0.02,0.92
230635808,0.01,0.03,0.92
230640744,-0.00,0.05,0.89
230645680,0.04,0.03,0.93
230650608,0.05,0.06,0.91
230655544,0.07,0.05,0.92
230660464,0.08,0.03,0.91
230665368,0.10,0.05,0.90
230670272,0.09,0.03,0.90
230675200,0.10,0.04,0.90
230680096,0.08,0.05,0.89
230685016,0.11,0.02,0.88
230689952,0.11,0.02,0.90
230694856,0.11,0.01,0.89
230699792,0.12,0.01,0.89
230704736,0.15,0.03,0.92
230709672,0.12,-0.01,0.89
230714664,0.13,0.02,0.90
230719600,0.12,-0.00,0.92
230724568,0.14,0.03,0.91
230729496,0.14,0.02,0.91
230734440,0.15,0.01,0.90
230739352,0.15,0.03,0.92
230744312,0.18,0.03,0.92
230749256,0.18,0.04,0.92
230754176,0.18,0.03,0.93
230759104,0.18,0.04,0.93
230764040,0.18,0.04,0.94
230768976,0.19,0.06,0.94
230773904,0.19,0.06,0.93
230778840,0.17,0.05,0.94
230783768,0.18,0.06,0.95
230788696,0.19,0.06,0.95
230793640,0.16,0.06,0.95
230798584,0.17,0.06,0.95
230803528,0.16,0.05,0.97
230808456,0.14,0.06,0.95
230813376,0.15,0.06,0.95
230818336,0.14,0.05,0.96
230823272,0.13,0.07,0.95
230828232,0.13,0.07,0.96
230833168,0.15,0.06,0.95
230838088,0.16,0.07,0.94
230843016,0.14,0.08,0.96
230847960,0.15,0.08,0.95
230852912,0.16,0.08,0.95
230857848,0.17,0.07,0.98
230862768,0.14,0.08,0.97
230867704,0.14,0.08,0.94
230872624,0.15,0.08,0.94
230877576,0.15,0.08,0.94
230882504,0.19,0.08,0.96
230887416,0.16,0.08,0.95
230892360,0.19,0.05,0.96
230897296,0.20,0.08,0.98
230902232,0.21,0.08,0.97
230907160,0.22,0.08,0.98
230912088,0.25,0.08,0.97
230917016,0.23,0.07,0.98
230921952,0.26,0.07,0.97
230926904,0.27,0.06,0.98
230931848,0.29,0.06,0.97
230936792,0.27,0.08,0.97
230941720,0.28,0.05,0.97
230946648,0.29,0.06,0.97
230951592,0.28,0.06,0.97
230956544,0.27,0.06,0.97
230961488,0.26,0.05,0.97
230966424,0.26,0.06,0.97
230971352,0.25,0.06,0.95
230976304,0.23,0.04,0.95
230981232,0.25,0.04,0.96
230986168,0.24,0.05,0.96
230991088,0.22,0.04,0.97
230996024,0.22,0.04,0.97
231000968,0.22,0.05,0.97
231005896,0.22,0.05,0.97
231010840,0.23,0.03,0.95
231015768,0.23,0.03,0.96
231020696,0.22,0.03,0.96
231025624,0.24,0.04,0.96
231030560,0.21,0.03,0.96
231035496,0.23,0.03,0.95
231040424,0.23,0.03,0.96
231045368,0.23,0.03,0.95
231050304,0.22,0.04,0.96
231055256,0.22,0.03,0.96
231060200,0.22,0.03,0.96
231065128,0.23,0.02,0.96
231070056,0.21,0.04,0.97
